Ion;Wavelength;Unc.;Acc.
Fe I;251.23647;0.00002;B+
Fe II;251.237315;0.000016;D+
Fe II;251.252212;0.000016;C+
Fe II;251.2728;0.0005;
Fe II;251.28014;0.00007;D+
Fe I;251.28997;0.00009;
Fe III;251.2901;0.0013;
Fe I;251.2973;0.0003;
Fe II;251.31507;0.00002;C+
Fe I;251.33301;0.00009;
Fe I;251.3332;0.0004;
Fe II;251.34019;0.00011;D
Fe II;251.3472;0.00018;D
Fe I;251.34997;0.00005;
Fe I;251.38479;0.00009;
Fe II;251.4022;0.0003;D
Fe II;251.40822;0.00011;D+
Fe I;251.42798;0.00005;
Fe II;251.438297;0.000012;B+
Fe II;251.44071;0.00004;D+
Fe I;251.45189;0.0002;
Fe I;251.4709;0.00005;
Fe II;251.49065;0.00004;D+
Fe II;251.49332;0.00003;D+
Fe II;251.5119;0.00002;B+
Fe II;251.53834;0.00013;
Fe II;251.55182;0.00017;D+
Fe II;251.55941;0.00008;
Fe II;251.5753;0.00007;D+
Fe I;251.58536;0.00009;C
Fe II;251.59055;0.00002;C+
Fe II;251.59335;0.00004;D+
Fe II;251.6057;0.0005;D
Fe II;251.6057;0.0005;
Fe I;251.62504;0.0002;C
Fe II;251.6405;0.0005;
Fe II;251.65412;0.00006;
Fe I;251.65707;0.00002;C
Fe I;251.6956;0.0003;
Fe II;251.6956;0.0005;
Fe I;251.7127;0.0004;
Fe II;251.713092;0.000012;D+
Fe II;251.72203;0.00005;
Fe II;251.72203;0.00005;D+
Fe I;251.72203;0.0002;
Fe II;251.73332;0.00015;D
Fe I;251.7481;0.0003;
Fe I;251.7529;0.0003;
Fe II;251.7587;0.0005;
Fe I;251.76609;0.00002;B
Fe II;251.7748;0.0005;
Fe I;251.7798;0.0003;
Fe II;251.79705;0.00006;D+
Fe I;251.81015;0.00002;B
Fe II;251.85346;0.00002;C+
Fe I;251.86463;0.0001;
Fe I;251.8667;0.0003;
Fe I;251.88234;0.00005;
Fe II;251.90043;0.0002;D+
Fe II;251.90469;0.000012;C+
Fe II;251.90731;0.00007;D+
Fe II;251.94077;0.00004;D+
Fe II;251.96033;0.00004;D+
Fe I;251.96292;0.00002;C+
Fe I;251.9848;0.0003;
Fe II;251.98485;0.00008;D+
Fe III;252.0162;0.0013;D
Fe II;252.02624;0.00003;D+
Fe II;252.03982;0.00016;D+
Fe II;252.05375;0.00011;D+
Fe II;252.06733;0.00003;D+
Fe II;252.0766;0.0003;D
Fe I;252.0872;0.0003;
Fe I;252.09709;0.00005;
Fe I;252.10597;0.00015;
Fe II;252.109143;0.000012;C+
Fe I;252.1159;0.0003;
Fe II;252.12163;0.00002;C+
Fe II;252.13318;0.00011;D+
Fe II;252.14864;0.00005;B+
Fe I;252.1621;0.0003;
Fe I;252.1769;0.0004;
Fe II;252.181511;0.000012;B+
Fe I;252.19188;0.00002;C+
Fe I;252.2194;0.0004;
Fe II;252.21971;0.00003;D+
Fe II;252.24337;0.00014;D+
Fe II;252.2467;0.0005;
Fe I;252.24798;0.00002;C+
Fe I;252.28493;0.00002;B
Fe II;252.289161;0.000012;B+
Fe I;252.31375;0.00002;
Fe I;252.3271;0.0004;
Fe I;252.3271;0.0004;
Fe I;252.33234;0.0001;
Fe II;252.344146;0.000017;D+
Fe I;252.3661;0.00002;
Fe I;252.39968;0.00005;
Fe II;252.41529;0.00016;D
Fe I;252.42923;0.00002;B
Fe I;252.4394;0.0003;
Fe I;252.4563;0.0004;
Fe II;252.4563;0.0005;
Fe II;252.47539;0.00003;D+
Fe II;252.4818;0.0005;D
Fe II;252.495;0.0005;
Fe II;252.495;0.0005;
Fe I;252.50236;0.00002;
Fe II;252.51099;0.00002;C+
Fe I;252.5111;0.0004;
Fe II;252.53281;0.00003;C+
Fe II;252.538758;0.000012;B+
Fe II;252.54782;0.00005;D+
Fe II;252.56322;0.00005;D+
Fe II;252.56993;0.00014;D+
Fe II;252.58616;0.00002;D+
Fe II;252.58616;0.00002;D+
Fe II;252.59187;0.000013;C+
Fe II;252.59685;0.00009;
Fe II;252.607458;0.000013;D+
Fe II;252.61121;0.00016;D
Fe II;252.629363;0.000012;B+
Fe II;252.6529;0.0005;D
Fe II;252.66159;0.00003;C+
Fe II;252.6719;0.0004;
Fe I;252.67711;0.00015;
Fe II;252.68308;0.00004;
Fe II;252.697;0.0005;
Fe II;252.710433;0.000012;D+
Fe II;252.71563;0.00003;D+
Fe II;252.72657;0.00004;D+
Fe I;252.72661;0.00005;D+
Fe II;252.734;0.0005;
Fe I;252.74348;0.00002;B
Fe II;252.745493;0.000011;C+
Fe II;252.76758;0.00005;D+
Fe I;252.7699;0.0004;
Fe II;252.770477;0.000012;C+
Fe II;252.7936;0.0005;
Fe I;252.80127;0.0001;
Fe II;252.8077;0.0005;
Fe I;252.8077;0.0003;
Fe I;252.8172;0.0003;
Fe II;252.8348;0.0005;D
Fe II;252.8493;0.0005;
Fe II;252.8541;0.0005;
Fe II;252.8626;0.0005;
Fe II;252.86811;0.00005;D+
Fe I;252.88777;0.00005;
Fe II;252.907709;0.000014;C+
Fe I;252.91348;0.00002;B
Fe II;252.922808;0.000012;D+
Fe I;252.93075;0.00002;B
Fe II;252.9414;0.0005;
Fe II;252.954515;0.000014;B+
Fe II;252.955919;0.000012;C+
Fe I;252.98352;0.00002;B
Fe II;252.99308;0.00003;D+
Fe II;253.0067;0.0003;D
Fe II;253.010035;0.000012;C+
Fe II;253.010921;0.000012;D+
Fe II;253.0154;0.0003;D+
Fe I;253.0257;0.0003;
Fe II;253.02876;0.0001;D
Fe II;253.03419;0.00012;D+
Fe II;253.04178;0.00005;C+
Fe II;253.057;0.00007;D+
Fe I;253.06915;0.00002;B
Fe II;253.0806;0.0005;
Fe II;253.0877;0.0005;
Fe II;253.0984;0.0005;
Fe I;253.12472;0.00015;
Fe I;253.1632;0.0003;
Fe II;253.1729;0.0003;
Fe II;253.187088;0.000012;B+
Fe III;253.1889;0.0013;
Fe II;253.205;0.0002;D+
Fe I;253.2271;0.0003;
Fe I;253.2374;0.0001;
Fe I;253.28759;0.00002;B
Fe I;253.31414;0.00005;C+
Fe I;253.3273;0.0003;
Fe II;253.3511;0.0005;D+
Fe II;253.362708;0.000012;B+
Fe I;253.3804;0.00002;
Fe II;253.4164;0.0001;D+
Fe II;253.42195;0.00019;D
Fe II;253.43552;0.00005;
Fe II;253.441837;0.000012;B+
Fe II;253.450335;0.00002;C+
Fe I;253.4634;0.0003;
Fe II;253.48889;0.00005;D+
Fe II;253.5036;0.0005;
Fe I;253.5128;0.0004;
Fe II;253.53621;0.00003;C+
Fe I;253.54484;0.00002;
Fe II;253.548528;0.000013;B
Fe I;253.56068;0.00002;B
Fe I;253.6444;0.0003;
Fe II;253.667231;0.000012;C+
Fe I;253.6801;0.0004;
Fe II;253.680452;0.000012;B+
Fe II;253.684496;0.000012;C+
Fe I;253.69718;0.00015;
Fe II;253.699;0.0005;D
Fe II;253.71036;0.00012;D
Fe I;253.713;0.0004;
Fe II;253.713775;0.000012;C+
Fe I;253.71745;0.00002;B
Fe II;253.737;0.0005;
Fe I;253.74587;0.00002;C+
Fe III;253.7537;0.0013;D
Fe III;253.7934;0.0013;
Fe II;253.8008;0.0005;
Fe I;253.8008;0.0003;
Fe II;253.820421;0.000012;B+
Fe II;253.820421;0.000012;D+
Fe I;253.8397;0.0004;
Fe II;253.8398;0.00006;D+
Fe II;253.850014;0.000012;D+
Fe II;253.85893;0.00004;D+
Fe II;253.867869;0.000014;C+
Fe I;253.86992;0.00005;C+
Fe II;253.873759;0.000019;C+
Fe II;253.879842;0.000012;B+
Fe II;253.883115;0.000015;
Fe II;253.89092;0.000012;C+
Fe II;253.899324;0.000012;B+
Fe II;253.9103;0.0005;
Fe II;253.93276;0.000012;B+
Fe I;253.93567;0.00002;C+
Fe II;253.94012;0.0001;D+
Fe II;253.9535;0.0005;D+
Fe I;253.95869;0.00005;
Fe II;253.98049;0.00002;C+
Fe II;253.99089;0.00014;D+
Fe II;254.0051;0.0005;D
Fe II;254.0192;0.0005;D
Fe I;254.0293;0.0003;
Fe II;254.0411;0.0005;D
Fe II;254.0522;0.00005;D+
Fe II;254.066102;0.000013;B+
Fe I;254.0663;0.0004;
Fe I;254.06633;0.00002;B+
Fe II;254.067636;0.000012;D+
Fe I;254.0732;0.0004;
Fe I;254.09154;0.00005;
Fe I;254.0972;0.00002;C+
Fe II;254.110071;0.000012;C+
Fe I;254.12534;0.00015;
Fe I;254.12931;0.00015;
Fe II;254.14052;0.00018;D+
Fe II;254.183549;0.000012;C+
Fe I;254.1929;0.0004;
Fe I;254.1929;0.0004;
Fe II;254.1968;0.0005;
Fe I;254.21011;0.00002;C+
Fe II;254.23084;0.00018;D+
Fe I;254.2314;0.0004;
Fe II;254.2316;0.001;E
Fe I;254.2391;0.0004;
Fe II;254.2391;0.0005;D
Fe II;254.273581;0.000013;D+
Fe I;254.27359;0.00019;
Fe II;254.30507;0.00018;D+
Fe I;254.30508;0.00015;
Fe II;254.30801;0.000015;B+
Fe I;254.33778;0.00019;
Fe II;254.337788;0.000012;C+
Fe I;254.3378;0.0004;
Fe II;254.343123;0.000012;D+
Fe II;254.35792;0.00016;
Fe I;254.3678;0.0003;
Fe II;254.3693;0.0002;D
Fe II;254.37817;0.00012;D+
Fe I;254.3896;0.00002;
Fe I;254.39224;0.00005;B
Fe II;254.44591;0.00003;D+
Fe I;254.4465;0.0003;
Fe II;254.45267;0.00008;
Fe I;254.46565;0.00002;C+
Fe I;254.470616;0.00001;
Fe II;254.4886;0.0005;
Fe II;254.497252;0.000013;D+
Fe II;254.5091;0.00015;D+
Fe II;254.521954;0.000012;C+
Fe II;254.53191;0.00012;D+
Fe II;254.54416;0.00002;D+
Fe II;254.5529;0.00006;D
Fe II;254.57413;0.00005;D+
Fe III;254.575;0.0013;D
Fe I;254.59783;0.00002;C+
Fe I;254.61746;0.00019;
Fe I;254.61746;0.00019;
Fe II;254.644169;0.000015;B+
Fe II;254.666984;0.000013;B
Fe II;254.6758;0.0005;
Fe II;254.67979;0.00005;D+
Fe I;254.68674;0.00002;
Fe II;254.6948;0.0005;
Fe II;254.7205;0.0005;
Fe II;254.733807;0.000015;D+
Fe II;254.7649;0.0005;
Fe I;254.7689;0.0003;
Fe II;254.77399;0.00019;
Fe I;254.80802;0.00005;
Fe I;254.81;0.0001;
Fe II;254.81568;0.00005;D+
Fe II;254.832493;0.000017;D+
Fe I;254.8393;0.0003;
Fe II;254.8474;0.0005;
Fe I;254.8508;0.0003;
Fe II;254.858906;0.000013;D+
Fe II;254.874389;0.000012;C+
Fe I;254.8883;0.0003;
Fe II;254.892229;0.000016;D+
Fe II;254.892229;0.000016;C+
Fe II;254.89723;0.00009;D+
Fe II;254.908301;0.000012;B+
Fe II;254.9169;0.0005;
Fe II;254.921;0.0005;
Fe I;254.9226;0.0003;
Fe I;254.93067;0.00015;
Fe II;254.9311;0.0005;
Fe II;254.93944;0.000013;C+
Fe II;254.946132;0.000013;C+
Fe II;254.9501;0.00006;D+
Fe I;254.95252;0.00005;C+
Fe I;254.96132;0.00002;B
Fe II;254.96587;0.000015;B+
Fe II;254.97722;0.00002;D+
Fe II;254.98745;0.00006;D+
Fe II;254.9913;0.0005;
Fe I;254.9948;0.0003;
Fe II;255.002717;0.000012;B+
Fe II;255.015122;0.000013;C+
Fe I;255.051;0.0003;
Fe II;255.05756;0.00006;D+
Fe II;255.068286;0.000012;B+
Fe I;255.0811;0.00005;
Fe I;255.10932;0.00002;
Fe III;255.1097;0.0013;
Fe II;255.120417;0.000018;D+
Fe II;255.120417;0.000018;D
Fe II;255.12229;0.00004;B+
Fe II;255.12853;0.00011;D
Fe I;255.1414;0.0003;
Fe II;255.1744;0.0005;
Fe II;255.2268;0.0005;
Fe I;255.26057;0.00002;B
Fe I;255.27682;0.0001;
Fe I;255.28305;0.00005;C+
Fe III;255.2936;0.0013;D
Fe I;255.3493;0.0001;
Fe I;255.3549;0.0003;
Fe II;255.3549;0.0005;
Fe I;255.3671;0.0004;
Fe II;255.37416;0.00004;D+
Fe I;255.3881;0.00015;
Fe I;255.4071;0.0003;
Fe II;255.4526;0.0005;
Fe II;255.4874;0.0005;
Fe II;255.49451;0.00006;D+
Fe II;255.4979;0.0005;
Fe II;255.506716;0.000013;B
Fe II;255.5145;0.0005;
Fe II;255.535;0.0005;
Fe II;255.545279;0.000014;D+
Fe II;255.5565;0.0005;
Fe II;255.55878;0.00016;D
Fe I;255.56465;0.0001;
Fe II;255.6141;0.0005;
Fe III;255.6206;0.0013;
Fe I;255.63036;0.00002;C+
Fe II;255.65694;0.00009;
Fe II;255.66781;0.00004;D+
Fe I;255.68627;0.00002;C+
Fe II;255.7082;0.00007;D+
Fe II;255.7151;0.0002;
Fe II;255.7151;0.0002;
Fe I;255.72705;0.00005;
Fe I;255.7421;0.0003;
Fe II;255.75057;0.00002;D+
Fe II;255.7596;0.0005;
Fe II;255.7772;0.0005;
Fe II;255.7772;0.0005;
Fe I;255.7829;0.0004;
Fe I;255.79785;0.00015;
Fe I;255.81143;0.0001;
Fe III;255.8172;0.0013;
Fe I;255.8522;0.0003;
Fe I;255.8579;0.0003;
Fe II;255.88227;0.00002;D+
Fe I;255.9092;0.0003;
Fe II;255.92393;0.00005;D+
Fe II;255.9343;0.0005;
Fe I;255.9561;0.0003;
Fe II;255.977127;0.000015;D+
Fe I;255.9884;0.0003;
Fe II;255.992513;0.000016;D+
Fe II;255.99995;0.0001;D+
Fe I;256.0028;0.0003;
Fe II;256.0095;0.0005;
Fe II;256.028216;0.000013;C+
Fe II;256.0373;0.0005;
Fe II;256.0402;0.0005;D
Fe II;256.0455;0.0005;
Fe II;256.05569;0.00003;D
Fe I;256.05571;0.0002;B
Fe I;256.0584;0.0003;
Fe II;256.0673;0.0005;
Fe II;256.07131;0.00003;D+
Fe I;256.0766;0.0003;
Fe I;256.0869;0.0003;
Fe II;256.098;0.0005;D+
Fe II;256.1009;0.0005;
Fe II;256.12717;0.00008;
Fe I;256.12717;0.00005;
Fe II;256.1513;0.0005;
Fe II;256.1587;0.0002;D
Fe I;256.1855;0.00005;C+
Fe II;256.209152;0.000013;D+
Fe II;256.21449;0.00012;D+
Fe I;256.22247;0.00005;
Fe I;256.2228;0.0003;
Fe II;256.253531;0.000013;C+
Fe II;256.26222;0.00011;D+
Fe II;256.3015;0.0005;
Fe II;256.3122;0.0005;
Fe II;256.3201;0.0005;D+
Fe I;256.33987;0.00002;C+
Fe II;256.347523;0.000012;B+
Fe II;256.3604;0.0005;D+
Fe II;256.38439;0.00003;D+
Fe I;256.3898;0.0003;
Fe II;256.419;0.0005;
Fe II;256.43721;0.00003;
Fe II;256.44778;0.00007;D+
Fe I;256.45592;0.00005;C+
Fe II;256.5138;0.0005;
Fe I;256.5276;0.0003;
Fe II;256.5305;0.0004;D+
Fe I;256.54692;0.0001;
Fe I;256.5531;0.0003;
Fe I;256.5595;0.0003;
Fe II;256.5744;0.0005;D
Fe XII;256.593;0.01;C
Fe II;256.59825;0.00014;D+
Fe II;256.60704;0.0001;D
Fe II;256.62196;0.000014;B+
Fe II;256.64014;0.00002;B+
Fe II;256.65089;0.00013;C+
Fe II;256.66244;0.00003;D+
Fe II;256.67698;0.00004;D+
Fe II;256.691235;0.000013;D+
Fe II;256.7037;0.0005;
Fe II;256.7333;0.0005;D
Fe II;256.7355;0.0005;D+
Fe II;256.7416;0.0005;D+
Fe II;256.7477;0.0005;
Fe II;256.76309;0.00002;C+
Fe II;256.78734;0.00006;
Fe II;256.8125;0.00009;D+
Fe I;256.8154;0.0003;
Fe II;256.8362;0.00002;D+
Fe I;256.8407;0.0004;
Fe II;256.840969;0.000012;D+
Fe II;256.8707;0.0005;
Fe I;256.88646;0.00005;C+
Fe II;256.88858;0.00006;D+
Fe II;256.89842;0.00014;D+
Fe II;256.9029;0.0005;
Fe I;256.9029;0.0003;
Fe I;256.9089;0.0003;
Fe I;256.9345;0.0003;
Fe II;256.9427;0.0005;
Fe II;256.9486;0.0005;
Fe II;256.95601;0.00015;D
Fe I;256.95968;0.00002;B+
Fe II;256.96744;0.0001;D+
Fe I;256.97434;0.00005;C+
Fe II;256.97798;0.00003;C+
Fe II;256.99519;0.00019;D
Fe II;257.0118;0.0005;D
Fe II;257.0471;0.0005;D
Fe II;257.0527;0.002;E
Fe II;257.084897;0.000012;C+
Fe II;257.08794;0.00003;D+
Fe II;257.11724;0.00004;D+
Fe II;257.14564;0.00006;D+
Fe II;257.15487;0.00005;C
Fe II;257.1664;0.0005;D
Fe II;257.1726;0.0005;
Fe II;257.1926;0.0005;
Fe II;257.2039;0.0005;
Fe II;257.20884;0.00005;D+
Fe II;257.22218;0.00007;D+
Fe II;257.24703;0.00011;D+
Fe II;257.25401;0.00019;
Fe I;257.2549;0.0004;
Fe I;257.27552;0.00005;C+
Fe II;257.2874;0.0005;
Fe II;257.296764;0.000013;B
Fe II;257.3081;0.0005;
Fe II;257.31216;0.00002;
Fe II;257.31826;0.00007;D
Fe II;257.321162;0.00002;D+
Fe II;257.3466;0.0005;
Fe II;257.36758;0.00008;D+
Fe II;257.37553;0.00009;D+
Fe II;257.406;0.0005;
Fe II;257.4185;0.0005;
Fe II;257.4307;0.00004;D+
Fe II;257.436586;0.000012;C+
Fe II;257.4467;0.0005;
Fe II;257.4669;0.0005;
Fe III;257.4837;0.0013;D
Fe II;257.48793;0.00008;D+
Fe I;257.57451;0.00002;
Fe III;257.5798;0.0013;
Fe II;257.6023;0.0005;
Fe II;257.6045;0.0005;
Fe II;257.64474;0.00008;D+
Fe I;257.669;0.00002;B+
Fe II;257.686372;0.000013;B+
Fe II;257.68741;0.00005;D+
Fe I;257.6984;0.0003;
Fe I;257.7187;0.0003;
Fe II;257.74297;0.00011;D
Fe II;257.7503;0.0005;D+
Fe II;257.77211;0.00006;D+
Fe II;257.792162;0.000013;D+
Fe I;257.80032;0.00005;
Fe II;257.80246;0.00007;D+
Fe II;257.821016;0.00002;C+
Fe I;257.821032;0.00001;
Fe II;257.82698;0.00004;
Fe II;257.86272;0.00011;D+
Fe XIII;257.877;0.01;C
Fe II;257.879;0.00014;D
Fe II;257.88109;0.00005;D+
Fe II;257.88109;0.00005;
Fe II;257.89846;0.00006;D
Fe II;257.89846;0.00006;D+
Fe II;257.911602;0.000013;B+
Fe I;257.927;0.00002;C+
Fe I;257.9272;0.0004;
Fe II;257.94121;0.00003;D+
Fe II;257.94121;0.00003;D
Fe II;257.96392;0.00005;
Fe II;257.98436;0.00005;D
Fe I;257.98438;0.00005;
Fe II;258.0011;0.0005;
Fe I;258.00646;0.00005;
Fe II;258.0128;0.0002;D+
Fe I;258.02939;0.00005;
Fe I;258.04526;0.00005;
Fe I;258.05542;0.0001;
Fe II;258.0662;0.0005;
Fe II;258.0721;0.00009;D
Fe I;258.09507;0.0001;
Fe II;258.1039;0.00002;
Fe II;258.111157;0.000016;B
Fe II;258.11645;0.00015;D+
Fe II;258.1307;0.0005;
Fe II;258.1626;0.0005;
Fe II;258.17784;0.00003;D+
Fe II;258.1965;0.0005;
Fe II;258.2223;0.0005;
Fe I;258.22979;0.00002;
Fe III;258.237;0.003;
Fe III;258.237;0.003;D
Fe II;258.24134;0.00002;D+
Fe II;258.258297;0.000013;B+
Fe II;258.27929;0.00013;
Fe II;258.2887;0.0005;
Fe II;258.2887;0.0005;D+
Fe II;258.30537;0.00005;C
Fe II;258.33491;0.00008;D
Fe II;258.3465;0.0005;
Fe I;258.3667;0.0003;
Fe III;258.3738;0.0013;D
Fe II;258.3844;0.0005;
Fe III;258.4037;0.0013;D
Fe II;258.4164;0.0005;D+
Fe II;258.4216;0.00007;D
Fe II;258.4306;0.00009;
Fe I;258.45359;0.00002;B+
Fe II;258.4715;0.0005;
Fe II;258.4879;0.0005;
Fe I;258.547;0.0004;
Fe II;258.56201;0.00003;D+
Fe II;258.57607;0.00004;D+
Fe II;258.58756;0.000013;B+
Fe II;258.60598;0.00003;D+
Fe II;258.6427;0.0005;D
Fe I;258.6477;0.0003;
Fe I;258.6556;0.0003;
Fe II;258.6775;0.0005;D
Fe II;258.7093;0.0005;
Fe II;258.7172;0.0005;
Fe II;258.7374;0.0005;
Fe I;258.7374;0.0003;
Fe II;258.7643;0.0005;
Fe I;258.7877;0.0003;
Fe II;258.794906;0.000013;B+
Fe I;258.79952;0.00005;
Fe II;258.81915;0.00004;D+
Fe II;258.8273;0.0002;D+
Fe I;258.8303;0.0003;
Fe II;258.8417;0.0005;
Fe I;258.848;0.0004;
Fe II;258.848;0.0005;
Fe II;258.87162;0.00012;D
Fe II;258.87963;0.00003;D+
Fe II;258.87963;0.00003;D+
Fe I;258.8891;0.0003;
Fe II;258.9123;0.0005;
Fe II;258.95314;0.00012;D
Fe I;258.9907;0.0001;
Fe III;259.0042;0.0013;
Fe II;259.0169;0.0005;
Fe II;259.02384;0.00003;
Fe II;259.0468;0.0005;
Fe II;259.055077;0.000018;D+
Fe II;259.06432;0.00011;D+
Fe I;259.0879;0.0003;
Fe II;259.0969;0.0005;D
Fe II;259.1219;0.0003;D+
Fe I;259.12566;0.00005;
Fe II;259.154258;0.000013;C+
Fe II;259.1716;0.0005;
Fe I;259.1757;0.0003;
Fe II;259.2149;0.0005;
Fe II;259.2149;0.0005;
Fe I;259.2286;0.0004;
Fe I;259.22862;0.0001;
Fe III;259.2532;0.0013;
Fe II;259.2539;0.0005;
Fe II;259.2641;0.0005;
Fe II;259.278411;0.000012;B+
Fe II;259.3145;0.0005;
Fe I;259.326;0.0003;
Fe II;259.3369;0.0005;
Fe I;259.35008;0.0001;
Fe I;259.35159;0.0001;
Fe II;259.3516;0.00013;
Fe II;259.3642;0.0005;
Fe II;259.370776;0.000014;
Fe II;259.372778;0.000013;B
Fe I;259.40361;0.00005;
Fe I;259.41508;0.00002;B+
Fe II;259.4337;0.0005;D+
Fe II;259.4485;0.0005;
Fe II;259.464595;0.000017;C+
Fe III;259.467;0.003;
Fe II;259.49651;0.00009;D+
Fe II;259.5055;0.0005;
Fe II;259.5113;0.0005;
Fe II;259.52764;0.00007;C+
Fe II;259.53022;0.00015;D
Fe I;259.5427;0.0003;
Fe II;259.5555;0.0005;
Fe III;259.5621;0.0013;D
Fe II;259.5726;0.0005;
Fe II;259.60533;0.00011;D+
Fe I;259.607;0.0003;
Fe II;259.6458;0.0004;D
Fe I;259.66159;0.00016;C+
Fe II;259.66783;0.00016;D+
Fe II;259.69021;0.00015;D
Fe II;259.7097;0.0005;D
Fe II;259.7208;0.0005;
Fe II;259.7208;0.0005;
Fe II;259.7242;0.0005;
Fe II;259.7294;0.0005;
Fe II;259.7448;0.00008;D+
Fe II;259.7668;0.0005;D+
Fe I;259.7829;0.00005;
Fe I;259.7883;0.0003;
Fe II;259.79082;0.00015;D
Fe II;259.79454;0.00007;D+
Fe I;259.79456;0.0002;
Fe II;259.80329;0.00008;D+
Fe II;259.836894;0.000013;B+
Fe II;259.8757;0.0005;D+
Fe I;259.88523;0.0001;
Fe II;259.9087;0.0005;
Fe II;259.9087;0.0005;
Fe I;259.9217;0.0003;
Fe II;259.939515;0.000014;B+
Fe II;259.947056;0.000016;D+
Fe I;259.95667;0.00002;B+
Fe II;259.98867;0.00009;D
Fe II;259.9969;0.0005;
Fe I;260.0098;0.0003;
Fe II;260.0169;0.0005;
Fe II;260.0169;0.0005;
Fe I;260.02068;0.0002;
Fe I;260.02701;0.00002;
Fe II;260.0364;0.0005;
Fe II;260.0364;0.0005;
Fe II;260.04257;0.00012;D
Fe II;260.0482;0.0005;
Fe II;260.0643;0.00006;
Fe II;260.13511;0.00012;D
Fe II;260.15426;0.00011;D+
Fe II;260.1591;0.0005;D+
Fe II;260.1618;0.0005;
Fe II;260.2052;0.0005;
Fe II;260.2201;0.0005;D+
Fe II;260.2277;0.0005;D
Fe II;260.234;0.0005;
Fe III;260.2351;0.002;
Fe II;260.2571;0.0005;
Fe II;260.27844;0.00019;D+
Fe II;260.2867;0.0005;
Fe II;260.2918;0.0005;
Fe I;260.3043;0.0003;
Fe II;260.317;0.00011;D+
Fe III;260.3185;0.0013;
Fe I;260.35544;0.0001;
Fe I;260.3607;0.0004;
Fe I;260.36082;0.00016;
Fe II;260.3834;0.0005;
Fe II;260.3834;0.0005;
Fe II;260.4048;0.0015;D+
Fe II;260.40679;0.00017;D
Fe I;260.4219;0.0003;
Fe II;260.4343;0.0005;
Fe II;260.4567;0.0005;D
Fe II;260.4669;0.00012;D
Fe I;260.47545;0.00005;
Fe II;260.503762;0.000017;B+
Fe II;260.531027;0.000013;C+
Fe II;260.53598;0.00015;
Fe II;260.542486;0.000013;D+
Fe I;260.56571;0.00005;B
Fe II;260.57418;0.00009;
Fe II;260.59033;0.00005;D+
Fe II;260.5991;0.0005;
Fe II;260.61024;0.00009;D
Fe I;260.63035;0.00005;
Fe II;260.651588;0.000013;B+
Fe II;260.6643;0.0005;
Fe I;260.68261;0.00002;B+
Fe II;260.708686;0.000013;B
Fe I;260.7212;0.0004;
Fe II;260.72133;0.00006;D+
Fe II;260.739;0.0005;
Fe II;260.7402;0.0005;
Fe II;260.7402;0.0005;
Fe II;260.752878;0.000016;C+
Fe I;260.783;0.0003;
Fe II;260.7882;0.0005;D+
Fe II;260.7912;0.0005;
Fe III;260.8111;0.0013;D
Fe II;260.8205;0.0001;D
Fe I;260.8296;0.0003;
Fe II;260.8318;0.0005;
Fe II;260.8318;0.0005;
Fe II;260.8405;0.0002;D+
Fe II;260.854;0.0005;D+
Fe III;260.8681;0.0013;D
Fe II;260.88521;0.00006;D+
Fe II;260.90373;0.00003;D+
Fe II;260.912549;0.000017;D+
Fe I;260.92208;0.00005;C+
Fe II;260.937196;0.000016;
Fe II;260.94402;0.00004;D+
Fe II;260.9697;0.0005;
Fe II;260.98655;0.00002;D+
Fe II;260.99865;0.00005;
Fe II;261.000599;0.00002;
Fe II;261.0085;0.0005;
Fe II;261.0364;0.0005;
Fe II;261.05106;0.00011;D+
Fe II;261.0576;0.0005;
Fe II;261.0653;0.0005;
Fe I;261.07507;0.00005;D
Fe II;261.0833;0.0004;D+
Fe II;261.10028;0.00005;D+
Fe II;261.107256;0.000015;C+
Fe II;261.1273;0.0005;
Fe II;261.13414;0.00006;D
Fe II;261.1569;0.0005;
Fe II;261.187336;0.000013;B+
Fe II;261.2166;0.0005;
Fe II;261.2328;0.0005;
Fe II;261.2528;0.0005;
Fe II;261.2643;0.0005;
Fe II;261.27136;0.00011;D+
Fe I;261.2772;0.00002;C
Fe II;261.29622;0.0001;D
Fe II;261.29622;0.0001;
Fe I;261.32542;0.0001;
Fe II;261.3331;0.0005;D+
Fe II;261.34656;0.00011;D
Fe II;261.35708;0.00007;
Fe II;261.35708;0.00007;D+
Fe II;261.382402;0.000013;B+
Fe II;261.3993;0.0002;
Fe II;261.41896;0.00006;D+
Fe II;261.43969;0.00013;D+
Fe I;261.44945;0.00002;B+
Fe II;261.45839;0.00008;C+
Fe I;261.478;0.0003;
Fe II;261.48711;0.00005;D+
Fe II;261.4912;0.0005;
Fe I;261.4944;0.0003;
Fe II;261.49822;0.00005;D+
Fe II;261.5074;0.0005;
Fe II;261.5158;0.0005;
Fe II;261.5279;0.0005;
Fe II;261.54651;0.00015;D+
Fe II;261.5748;0.0005;D
Fe II;261.5826;0.0005;
Fe I;261.585;0.0002;
Fe II;261.5879;0.0005;
Fe I;261.5879;0.0004;
Fe I;261.5984;0.0003;
Fe II;261.5984;0.0005;
Fe II;261.6529;0.0005;
Fe II;261.6738;0.0002;D
Fe II;261.6865;0.0005;
Fe III;261.6887;0.0013;
Fe II;261.6936;0.0005;
Fe III;261.7148;0.0019;D
Fe III;261.7148;0.0019;D
Fe II;261.732;0.0005;
