Ion;Wavelength;Unc.;Acc.
Fe II;303.3591;0.0005;
Fe II;303.3639;0.0005;D+
Fe II;303.3639;0.0005;D+
Fe I;303.3796;0.0004;
Fe I;303.4479;0.0005;
Fe II;303.45363;0.00018;
Fe I;303.45364;0.00018;
Fe I;303.4592;0.0004;
Fe II;303.473;0.0005;
Fe II;303.534;0.0005;D+
Fe II;303.5613;0.0005;D+
Fe I;303.57354;0.00018;
Fe III;303.5788;0.0012;
Fe II;303.69635;0.00006;C+
Fe I;303.7161;0.0004;
Fe I;303.73885;0.00003;B
Fe I;303.7542;0.0004;
Fe II;303.7626;0.0005;
Fe I;303.7685;0.0004;
Fe I;303.77794;0.00007;B
Fe I;303.7782;0.0005;
Fe I;303.8312;0.0004;
Fe II;303.8776;0.0005;D
Fe I;303.8974;0.0004;
Fe I;303.93169;0.00014;C+
Fe III;303.9576;0.0012;
Fe I;303.9598;0.0005;
Fe II;303.9599;0.0005;
Fe II;303.9599;0.0005;D+
Fe II;303.9629;0.0005;
Fe II;303.9629;0.0005;
Fe II;303.9794;0.0005;
Fe II;304.0223;0.0005;
Fe II;304.0281;0.0005;
Fe I;304.04271;0.00003;D+
Fe II;304.0734;0.0005;D+
Fe I;304.0759;0.0004;
Fe II;304.0848;0.0005;
Fe II;304.0914;0.0005;D+
Fe II;304.0914;0.0005;D+
Fe I;304.0956;0.0005;
Fe I;304.0956;0.0005;
Fe I;304.1029;0.0004;
Fe II;304.1184;0.0005;
Fe II;304.1484;0.0005;D+
Fe II;304.1537;0.0005;D+
Fe I;304.1637;0.00003;B+
Fe I;304.17386;0.00003;D+
Fe I;304.189;0.0004;
Fe I;304.20194;0.00003;D+
Fe II;304.2372;0.0005;D
Fe I;304.26646;0.00003;C+
Fe I;304.284;0.0004;
Fe I;304.284;0.0004;
Fe II;304.2901;0.0005;
Fe I;304.3796;0.0005;
Fe I;304.4103;0.0005;
Fe II;304.4103;0.0005;D+
Fe I;304.4216;0.0004;
Fe I;304.4255;0.0004;
Fe II;304.4834;0.0005;D+
Fe I;304.50782;0.00003;B
Fe II;304.5319;0.0005;D
Fe I;304.55885;0.00014;C+
Fe I;304.5746;0.0004;
Fe III;304.588;0.007;
Fe II;304.6055;0.0005;D+
Fe III;304.6195;0.0012;
Fe I;304.6505;0.0004;
Fe I;304.6643;0.0004;
Fe II;304.666;0.0005;D
Fe III;304.671;0.006;
Fe III;304.671;0.006;
Fe I;304.6803;0.0004;
Fe I;304.69238;0.00019;
Fe I;304.70491;0.00014;
Fe II;304.7111;0.0005;D+
Fe I;304.7204;0.0005;
Fe I;304.7454;0.0004;
Fe I;304.76043;0.00003;A
Fe II;304.7794;0.0005;D
Fe I;304.8001;0.0004;
Fe II;304.8001;0.0005;
Fe II;304.81788;0.00016;
Fe II;304.89915;0.00004;D+
Fe I;304.9144;0.0004;
Fe I;304.93526;0.00019;
Fe I;304.9538;0.0004;
Fe II;304.9567;0.0005;
Fe II;305.0146;0.0005;
Fe III;305.0467;0.0012;
Fe I;305.077;0.0005;
Fe II;305.1683;0.0005;D+
Fe I;305.2491;0.0004;
Fe II;305.258;0.0005;
Fe II;305.2715;0.0005;
Fe I;305.30654;0.00003;B
Fe I;305.34281;0.00007;
Fe I;305.34533;0.00019;C+
Fe II;305.3617;0.0005;
Fe I;305.3755;0.0004;
Fe I;305.3855;0.0004;
Fe III;305.4138;0.0012;
Fe II;305.4345;0.0002;
Fe I;305.52622;0.00003;B+
Fe II;305.52933;0.00018;
Fe I;305.52933;0.00019;
Fe II;305.53503;0.00005;D+
Fe I;305.5356;0.0005;
Fe II;305.5486;0.0005;D+
Fe III;305.5554;0.0012;
Fe I;305.56815;0.00019;
Fe II;305.5823;0.0005;D
Fe I;305.6101;0.0005;
Fe I;305.6101;0.0005;
Fe I;305.62416;0.00019;
Fe I;305.658;0.0004;
Fe II;305.6802;0.0005;D+
Fe I;305.74456;0.00003;B
Fe I;305.7584;0.0005;
Fe II;305.7584;0.0005;
Fe I;305.7718;0.0004;
Fe I;305.77882;0.00014;
Fe I;305.7957;0.0004;
Fe I;305.8038;0.0004;
Fe I;305.8078;0.0004;
Fe I;305.8362;0.0005;
Fe II;305.8363;0.0005;D+
Fe I;305.84912;0.00014;
Fe II;305.8715;0.0005;D+
Fe I;305.90856;0.00003;C+
Fe III;305.9368;0.0013;
Fe I;305.953;0.0004;
Fe II;305.9865;0.0005;D+
Fe II;306.0005;0.0005;
Fe III;306.0013;0.0012;
Fe III;306.0159;0.002;
Fe I;306.05376;0.00014;D+
Fe I;306.0626;0.0004;
Fe I;306.07764;0.00019;
Fe I;306.09831;0.00023;B
Fe I;306.1107;0.0004;
Fe I;306.1162;0.0004;
Fe II;306.1271;0.0005;D
Fe II;306.1631;0.0005;
Fe I;306.1969;0.0004;
Fe II;306.2103;0.0005;D+
Fe I;306.2164;0.0004;
Fe II;306.22353;0.00003;
Fe II;306.22353;0.00003;D+
Fe II;306.2647;0.0005;
Fe I;306.2826;0.0004;
Fe I;306.2873;0.0005;
Fe I;306.3151;0.0004;
Fe II;306.3699;0.0005;
Fe I;306.39292;0.00008;
Fe I;306.402;0.0004;
Fe I;306.4695;0.0004;
Fe I;306.4837;0.0004;
Fe III;306.5023;0.0013;
Fe II;306.5211;0.0005;D
Fe II;306.5211;0.0005;
Fe II;306.53149;0.00005;D+
Fe II;306.5967;0.0005;D
Fe I;306.64787;0.00008;B
Fe I;306.6486;0.0005;
Fe I;306.6689;0.0004;
Fe I;306.6812;0.0004;
Fe III;306.6817;0.0013;
Fe I;306.69968;0.00008;C+
Fe I;306.71181;0.00003;B+
Fe I;306.72437;0.00003;C+
Fe II;306.783;0.0005;D
Fe I;306.7948;0.00008;
Fe III;306.803;0.005;
Fe I;306.81733;0.00003;B+
Fe I;306.8301;0.0004;
Fe I;306.8451;0.0004;
Fe I;306.8726;0.0004;
Fe II;306.8753;0.0005;D
Fe I;306.894;0.0004;
Fe I;306.9332;0.0004;
Fe I;306.944;0.0004;
Fe III;306.9647;0.002;
Fe II;306.9939;0.0005;D+
Fe I;307.0033;0.0005;
Fe III;307.0091;0.0012;
Fe I;307.0226;0.0004;
Fe I;307.054;0.0004;
Fe II;307.058;0.0005;
Fe II;307.0694;0.0005;D
Fe I;307.0694;0.0005;
Fe I;307.0785;0.0004;
Fe II;307.11248;0.00005;D+
Fe I;307.11249;0.00024;
Fe I;307.1277;0.0005;
Fe II;307.1277;0.0005;D
Fe I;307.1428;0.0004;
Fe II;307.1658;0.0005;
Fe II;307.1679;0.0005;D
Fe I;307.1679;0.0004;
Fe II;307.1727;0.0005;D+
Fe XII;307.2;0.1;C
Fe I;307.2046;0.0004;
Fe I;307.2293;0.0004;
Fe I;307.2487;0.0004;
Fe I;307.3235;0.0004;
Fe I;307.3871;0.0004;
Fe I;307.39783;0.00008;C
Fe I;307.41479;0.00008;
Fe II;307.44367;0.00004;
Fe I;307.4693;0.0005;
Fe II;307.4694;0.0005;D
Fe II;307.505;0.0005;D+
Fe II;307.5223;0.0005;
Fe II;307.5254;0.0005;
Fe II;307.56744;0.00015;D
Fe II;307.5701;0.0005;
Fe I;307.57194;0.00003;C+
Fe II;307.5856;0.0005;
Fe II;307.5988;0.0005;
Fe I;307.5996;0.0005;
Fe II;307.5996;0.0005;
Fe I;307.6277;0.0004;
Fe II;307.64351;0.00002;C+
Fe I;307.6759;0.0004;
Fe II;307.6854;0.0005;
Fe I;307.7013;0.0004;
Fe II;307.71688;0.00002;D+
Fe I;307.7548;0.0004;
Fe I;307.76357;0.00024;
Fe II;307.788;0.0005;
Fe I;307.80155;0.00003;C+
Fe II;307.8326;0.0005;D+
Fe II;307.8326;0.0005;
Fe I;307.8354;0.0004;
Fe I;307.8432;0.00008;B
Fe I;307.8502;0.0004;
Fe II;307.868001;0.000015;C+
Fe II;307.9357;0.0005;
Fe I;307.9609;0.0004;
Fe I;307.9833;0.0004;
Fe II;307.99882;0.00008;
Fe I;307.99883;0.00014;D+
Fe I;308.01083;0.00008;
Fe I;308.0356;0.0004;
Fe II;308.0418;0.0005;D
Fe I;308.059;0.0004;
Fe II;308.0756;0.0005;
Fe I;308.0879;0.0004;
Fe I;308.10012;0.00019;
Fe I;308.1223;0.0004;
Fe I;308.1292;0.0004;
Fe II;308.1293;0.0005;
Fe I;308.17;0.0004;
Fe I;308.1831;0.0004;
Fe II;308.2666;0.0005;
Fe II;308.3025;0.0005;D
Fe I;308.3057;0.0005;
Fe I;308.3057;0.0005;
Fe II;308.315;0.0005;
Fe I;308.315;0.0005;
Fe I;308.349;0.0004;
Fe I;308.37407;0.00003;C+
Fe III;308.407;0.005;
Fe I;308.5291;0.0004;
Fe II;308.5734;0.0005;
Fe I;308.6524;0.0004;
Fe I;308.7434;0.0004;
Fe I;308.8171;0.0005;
Fe I;308.82143;0.00023;
Fe I;308.8244;0.0004;
Fe I;308.8346;0.0004;
Fe I;308.8761;0.0004;
Fe II;308.9283;0.0005;D+
Fe II;308.9391;0.0005;D+
Fe I;308.95;0.0004;
Fe I;308.9623;0.0004;
Fe I;309.02046;0.00014;D+
Fe I;309.0728;0.0004;
Fe III;309.0754;0.0024;
Fe I;309.1002;0.0004;
Fe I;309.109;0.0004;
Fe I;309.1419;0.0004;
Fe I;309.15763;0.00003;C
Fe III;309.163;0.003;
Fe I;309.1688;0.0004;
Fe I;309.1875;0.0004;
Fe I;309.2079;0.0004;
Fe II;309.229;0.0005;
Fe I;309.2482;0.0004;
Fe I;309.27815;0.00008;C+
Fe I;309.331;0.0005;
Fe I;309.3529;0.0005;
Fe I;309.38049;0.00008;B
Fe I;309.38775;0.00008;
Fe I;309.4291;0.0004;
Fe III;309.4303;0.002;
Fe II;309.4619;0.0005;
Fe II;309.4743;0.0005;
Fe III;309.4761;0.0012;
Fe I;309.4871;0.0005;
Fe I;309.4871;0.0005;
Fe I;309.48995;0.00019;
Fe I;309.5216;0.0004;
Fe I;309.5266;0.0005;
Fe I;309.52667;0.00008;C+
Fe I;309.6045;0.0004;
Fe II;309.62938;0.00007;D+
Fe I;309.6615;0.0004;
Fe II;309.6799;0.0005;D
Fe III;309.682;0.003;
Fe I;309.68762;0.00019;
Fe I;309.6877;0.0005;
Fe III;309.6971;0.002;
Fe I;309.6975;0.0004;
Fe II;309.7342;0.0005;
Fe II;309.7417;0.0005;
Fe I;309.7493;0.0004;
Fe II;309.7494;0.0005;
Fe I;309.7779;0.0004;
Fe I;309.7959;0.0004;
Fe I;309.81891;0.00003;B
Fe II;309.8351;0.0005;D+
Fe II;309.8466;0.0005;D+
Fe I;309.8548;0.0004;
Fe II;309.8599;0.0005;
Fe II;309.8677;0.0005;
Fe II;309.8933;0.0005;D
Fe I;309.897;0.0004;
Fe I;309.8998;0.0004;
Fe III;309.901;0.006;
Fe III;309.901;0.006;
Fe I;309.9122;0.0004;
Fe I;309.9385;0.0005;
Fe II;309.9412;0.0005;
Fe I;309.9501;0.0004;
Fe I;309.967;0.0005;
Fe I;309.967;0.0005;
Fe I;309.98943;0.00003;C+
Fe I;309.99679;0.00003;C+
Fe II;310.0103;0.0005;
Fe I;310.03033;0.00003;C+
Fe III;310.047;0.0012;
Fe II;310.0502;0.0005;
Fe I;310.06647;0.00003;C
Fe I;310.0836;0.00003;B
Fe I;310.10022;0.00008;C+
Fe II;310.1555;0.0005;
Fe I;310.15999;0.00019;
Fe II;310.1845;0.0005;
Fe II;310.1885;0.0005;D+
Fe I;310.2259;0.0004;
Fe III;310.2548;0.0012;
Fe II;310.26365;0.00008;
Fe I;310.26365;0.00014;D+
Fe II;310.2713;0.0005;D
Fe I;310.2763;0.0004;
Fe I;310.2869;0.00023;
Fe II;310.2957;0.0005;
Fe II;310.3266;0.0005;
Fe I;310.3768;0.0004;
Fe I;310.38522;0.00023;
Fe I;310.38522;0.00023;
Fe I;310.3981;0.0004;
Fe II;310.4168;0.0005;
Fe II;310.51675;0.00007;D+
Fe II;310.5554;0.00008;D+
Fe I;310.5556;0.0005;
Fe I;310.5658;0.0004;
Fe II;310.6246;0.0005;
Fe I;310.6512;0.0004;
Fe I;310.6539;0.0005;
Fe II;310.65649;0.00007;C+
Fe II;310.6983;0.0005;D
Fe I;310.7332;0.0004;
Fe I;310.7623;0.0004;
Fe I;310.7976;0.0005;
Fe I;310.7976;0.0005;
Fe III;310.7977;0.0012;
Fe III;310.885;0.003;
Fe II;310.8891;0.0005;
Fe I;310.8917;0.0004;
Fe I;310.8957;0.0004;
Fe II;310.9624;0.0005;
Fe III;311.0074;0.0012;
Fe I;311.01948;0.00015;
Fe I;311.02757;0.00015;
Fe I;311.0663;0.0004;
Fe I;311.08358;0.00023;
Fe III;311.088;0.003;
Fe I;311.0928;0.0004;
Fe III;311.1616;0.0012;
Fe I;311.16812;0.00015;
Fe I;311.2077;0.00008;C+
Fe II;311.21854;0.00014;
Fe I;311.2238;0.0004;
Fe I;311.2836;0.0004;
Fe II;311.3245;0.0005;D
Fe I;311.3433;0.0004;
Fe I;311.35879;0.00008;
Fe I;311.3666;0.0004;
Fe I;311.3822;0.0004;
Fe III;311.3839;0.0012;
Fe I;311.4065;0.0004;
Fe II;311.4122;0.0005;
Fe II;311.42954;0.00004;D+
Fe I;311.4296;0.0005;
Fe II;311.46833;0.00006;D+
Fe I;311.501;0.0004;
Fe II;311.5356;0.0005;
Fe II;311.5493;0.0005;
Fe II;311.5615;0.0005;D+
Fe I;311.5657;0.00019;
Fe I;311.5858;0.0004;
Fe I;311.587;0.0004;
Fe I;311.6192;0.0004;
Fe I;311.628;0.0004;
Fe I;311.6393;0.0004;
Fe I;311.6474;0.0004;
Fe II;311.65802;0.00004;D+
Fe I;311.66313;0.00003;C
Fe I;311.6997;0.0004;
Fe I;311.7412;0.0004;
Fe II;311.7475;0.0003;D+
Fe I;311.76398;0.00008;C+
Fe I;311.7977;0.0004;
Fe I;311.8164;0.0004;
Fe III;311.826;0.003;
Fe II;311.8298;0.0005;D+
Fe II;311.8741;0.0005;
Fe III;311.8754;0.002;
Fe II;311.8858;0.0005;D+
Fe II;311.8881;0.0005;
Fe I;311.9038;0.0004;
Fe I;311.9181;0.0004;
Fe III;311.9259;0.0012;
Fe I;311.94947;0.00003;B
Fe I;311.95812;0.00015;
Fe I;312.0018;0.0005;
Fe II;312.0019;0.0005;
Fe III;312.003;0.003;
Fe I;312.0232;0.00019;
Fe I;312.04351;0.00003;B
Fe III;312.0862;0.002;
Fe I;312.08752;0.00008;
Fe I;312.149;0.0004;
Fe I;312.1777;0.0004;
Fe I;312.22945;0.00008;
Fe I;312.2324;0.0004;
Fe I;312.2536;0.0004;
Fe I;312.2667;0.0004;
Fe II;312.3048;0.0005;
Fe I;312.3129;0.0004;
Fe III;312.3152;0.0024;
Fe I;312.3199;0.0004;
Fe I;312.3264;0.0004;
Fe I;312.335;0.0004;
Fe I;312.3551;0.0004;
Fe II;312.3725;0.0005;D+
Fe IX;312.4;0.1;
Fe I;312.4093;0.0004;
Fe I;312.4886;0.0004;
Fe I;312.5037;0.0004;
Fe I;312.5269;0.0004;
Fe I;312.5646;0.0005;
Fe I;312.5646;0.0005;
Fe I;312.56503;0.00003;C
Fe I;312.56823;0.00003;B
Fe I;312.5694;0.0005;
Fe II;312.5863;0.0005;D+
Fe I;312.61763;0.00003;
Fe II;312.6275;0.0005;D+
Fe II;312.6275;0.0005;D
Fe II;312.6696;0.0005;
Fe I;312.6754;0.0004;
Fe I;312.6837;0.0005;
Fe I;312.7125;0.0004;
Fe II;312.8239;0.0005;
Fe I;312.88978;0.00015;
Fe II;312.9012;0.0005;E
Fe II;312.9012;0.0005;
Fe I;312.93329;0.00008;D+
Fe I;312.9801;0.0004;
Fe II;312.9998;0.0005;
Fe I;313.0205;0.0004;
Fe II;313.0565;0.0005;
Fe III;313.0858;0.0012;
Fe II;313.1105;0.0005;D+
Fe I;313.1235;0.0004;
Fe II;313.1392;0.0005;
Fe I;313.1455;0.0004;
Fe II;313.1721;0.0005;D
Fe II;313.2061;0.0005;
Fe I;313.25177;0.00008;C+
Fe I;313.2649;0.0004;
Fe II;313.3048;0.0005;D
Fe I;313.317;0.0005;
Fe II;313.3758;0.0005;D
Fe II;313.3963;0.0005;
Fe I;313.3963;0.0004;
Fe I;313.41098;0.00003;C
Fe II;313.4228;0.0005;D+
Fe I;313.4248;0.0004;
Fe I;313.4412;0.0004;
Fe I;313.4639;0.0004;
Fe I;313.4934;0.0004;
Fe II;313.4986;0.0005;D
Fe II;313.536222;0.000018;D+
Fe I;313.54571;0.00015;
Fe II;313.5538;0.0005;D+
Fe I;313.55905;0.00015;
Fe I;313.58604;0.00024;D+
Fe III;313.642;0.003;D
Fe III;313.649;0.003;
Fe I;313.65006;0.00015;
Fe II;313.6761;0.0005;D+
Fe I;313.6761;0.0004;
Fe I;313.7021;0.0005;
Fe I;313.7021;0.0005;
Fe II;313.72361;0.00019;D+
Fe II;313.7291;0.0005;
Fe I;313.7781;0.0004;
Fe II;313.8121;0.0005;
Fe II;313.81805;0.00019;D+
Fe II;313.8306;0.0005;
Fe I;313.8398;0.0004;
Fe I;313.85142;0.00015;
Fe I;313.9023;0.0004;
Fe I;313.9605;0.0004;
Fe I;313.96598;0.0002;
Fe I;313.9918;0.0004;
Fe II;314.0069;0.0005;D
Fe I;314.03896;0.00008;
Fe II;314.06457;0.00013;D+
Fe II;314.0896;0.0005;D
Fe I;314.1512;0.0004;
Fe I;314.1886;0.0005;
Fe II;314.2228;0.0005;
Fe I;314.24537;0.00008;C
Fe I;314.2456;0.0005;
Fe V;314.25;0.03;C
Fe II;314.2555;0.0005;
Fe I;314.28887;0.00003;B
Fe I;314.2895;0.0005;
Fe I;314.2944;0.0005;
Fe I;314.32424;0.00008;C+
Fe III;314.3386;0.0012;
Fe I;314.39903;0.00003;B
Fe XXV;;;
Fe III;314.418;0.003;
Fe III;314.418;0.003;
Fe II;314.4271;0.0005;D
Fe I;314.4428;0.0004;
Fe I;314.44965;0.00008;
Fe II;314.4606;0.0005;
Fe II;314.47532;0.00004;D+
Fe I;314.4923;0.0005;
Fe I;314.50568;0.00008;C+
Fe I;314.5165;0.0004;
Fe II;314.528;0.0005;D
Fe II;314.5408;0.0005;
Fe II;314.5408;0.0005;
Fe II;314.5699;0.0005;D+
Fe I;314.627;0.0004;
Fe I;314.6469;0.0004;
Fe I;314.6604;0.0005;
Fe II;314.6604;0.0005;
Fe II;314.6755;0.0005;E
Fe II;314.6895;0.0005;
Fe I;314.6895;0.0004;
Fe I;314.72911;0.00024;
Fe I;314.7601;0.0005;
Fe II;314.76024;0.00009;
Fe I;314.7749;0.0004;
Fe I;314.77946;0.00008;C+
Fe I;314.8165;0.0004;
Fe II;314.82059;0.00013;
Fe I;314.8314;0.0004;
Fe I;314.84056;0.00015;
Fe I;314.84652;0.00015;
Fe I;314.86807;0.0002;
Fe II;314.8908;0.0005;
Fe II;314.9197;0.0005;D
Fe I;314.9495;0.0004;
Fe I;314.9723;0.0004;
Fe I;315.02;0.0005;
Fe I;315.024;0.0004;
Fe I;315.03066;0.00015;
Fe II;315.0517;0.0005;
Fe I;315.0759;0.0005;
Fe I;315.1102;0.0004;
Fe II;315.1135;0.0003;
Fe II;315.18287;0.00012;D+
Fe I;315.18653;0.00008;C+
Fe I;315.20043;0.0002;
Fe II;315.211;0.0005;D+
Fe II;315.262;0.0005;D+
Fe II;315.2665;0.0005;
Fe II;315.2819;0.0005;
Fe I;315.2968;0.0004;
Fe I;315.3056;0.0005;
Fe I;315.3056;0.0005;
Fe I;315.31995;0.00003;B+
Fe I;315.33134;0.00008;B
Fe I;315.411;0.0004;
Fe II;315.42011;0.000015;C+
Fe I;315.43849;0.00015;
Fe I;315.44293;0.0002;
Fe I;315.4433;0.0005;
Fe I;315.44964;0.00008;B
Fe I;315.5118;0.0005;
Fe II;315.5118;0.0005;
Fe I;315.52932;0.00008;
Fe I;315.57956;0.00008;
Fe II;315.5952;0.0005;E
Fe II;315.5952;0.0005;D
Fe II;315.6072;0.0005;
Fe I;315.62736;0.00008;C+
Fe I;315.6421;0.0004;
Fe I;315.64628;0.00024;
Fe I;315.6894;0.0004;
Fe I;315.70359;0.00003;B+
Fe I;315.7143;0.00008;C+
Fe I;315.7204;0.0004;
Fe I;315.7288;0.0004;
Fe I;315.7409;0.0004;
Fe I;315.74511;0.00015;
Fe I;315.78848;0.00024;
Fe I;315.78848;0.00024;C+
Fe I;315.79871;0.00008;C+
Fe III;315.8143;0.002;
Fe I;315.8213;0.0004;
Fe II;315.8323;0.0005;
Fe I;315.8391;0.0004;
Fe II;315.8567;0.0005;
Fe I;315.8567;0.0004;
Fe II;315.8776;0.0005;
Fe I;315.90208;0.00015;
Fe I;315.9123;0.0005;
Fe II;315.9123;0.0005;
Fe I;315.925;0.0005;
Fe II;315.9322;0.0005;
Fe II;315.9322;0.0005;
Fe II;315.9383;0.0005;
Fe I;315.9435;0.0004;
Fe I;316.01962;0.00008;
Fe I;316.0243;0.0004;
Fe I;316.03413;0.00003;
Fe I;316.06572;0.00003;B+
Fe I;316.07738;0.0002;
Fe I;316.0918;0.00015;
Fe I;316.13708;0.00008;C+
Fe I;316.1551;0.0002;
Fe II;316.17;0.0005;D
Fe I;316.19461;0.00003;D+
Fe III;316.207;0.003;
Fe I;316.23298;0.00024;
Fe I;316.23298;0.00024;
Fe I;316.2516;0.0004;
Fe I;316.2568;0.0004;
Fe II;316.28006;0.00005;D+
Fe II;316.3095;0.0005;C+
Fe I;316.3372;0.0004;
Fe I;316.38711;0.00008;
Fe I;316.42959;0.00015;
Fe III;316.4687;0.0012;
Fe I;316.4811;0.0004;
Fe I;316.4916;0.0004;
Fe I;316.50034;0.00008;
Fe I;316.5076;0.0004;
Fe I;316.5128;0.0004;
Fe I;316.5161;0.0004;
Fe I;316.5262;0.0004;
Fe II;316.56478;0.00015;
Fe I;316.58575;0.00003;C+
Fe I;316.5933;0.0005;
Fe II;316.6091;0.0005;
Fe I;316.62442;0.00015;
Fe I;316.6336;0.0004;
Fe II;316.6401;0.0002;D+
Fe I;316.64353;0.00003;B
Fe II;316.6528;;E
Fe I;316.65865;0.0002;
Fe I;316.6591;0.0005;
Fe II;316.6667;0.0005;E
Fe II;316.6694;0.0005;
Fe II;316.6779;0.0005;E
Fe I;316.6861;0.0004;
Fe I;316.6974;0.0004;
Fe II;316.7477;0.0005;
Fe III;316.7553;0.0012;
Fe I;316.7781;0.0004;
Fe II;316.785483;0.000017;D+
Fe II;316.785483;0.000017;
Fe I;316.79206;0.00008;
Fe I;316.8142;0.00015;
Fe II;316.818;0.0005;
Fe I;316.852;0.0004;
Fe I;316.88539;0.00008;C+
Fe I;316.8942;0.0004;
Fe I;316.9335;0.0005;
Fe I;316.9335;0.0005;
Fe III;316.943;0.003;
Fe I;317.0131;0.0004;
Fe II;317.034;0.0005;E
Fe III;317.0954;0.002;
Fe I;317.1348;0.0005;
Fe I;317.13511;0.00003;B
Fe I;317.16621;0.00015;C+
Fe I;317.1764;0.0004;
Fe I;317.20381;0.00008;
Fe I;317.20835;0.00008;C+
Fe I;317.21118;0.00015;
Fe I;317.229;0.0004;
Fe I;317.2499;0.0005;
Fe I;317.3238;0.0004;
Fe I;317.34061;0.00015;
Fe I;317.36063;0.00024;
Fe I;317.36876;0.00008;
Fe III;317.4089;0.0012;
Fe I;317.4218;0.0004;
Fe III;317.4331;0.0012;
Fe II;317.4409;0.0005;
Fe III;317.461;0.002;
Fe II;317.4704;0.0005;
Fe II;317.507;0.0005;D
Fe I;317.53117;0.00015;
Fe I;317.5312;0.0005;
Fe II;317.5379;;C+
Fe I;317.538;0.0004;
Fe I;317.54445;0.00003;B+
Fe I;317.5984;0.0004;
Fe III;317.5993;0.0012;
Fe I;317.6282;0.0004;
Fe I;317.63591;0.00015;C+
Fe II;317.6677;0.0005;
Fe III;317.6838;0.0012;
Fe I;317.7071;0.0005;
Fe II;317.753379;0.000015;C+
Fe II;317.7663;0.0005;
Fe II;317.7749;0.0005;
Fe III;317.801;0.003;
Fe I;317.80126;0.00003;B+
Fe I;317.817;0.0004;
Fe I;317.85362;0.00008;
Fe I;317.8607;0.0004;
Fe I;317.8657;0.0004;
Fe II;317.8705;0.0005;
Fe I;317.89619;0.00003;
Fe I;317.9047;0.0004;
Fe II;317.9428;0.0005;
Fe I;317.94783;0.00015;
Fe II;317.95051;0.00008;D+
Fe I;318.0094;0.0004;
Fe II;318.0154;0.0005;D+
Fe I;318.02231;0.00003;B+
Fe I;318.0479;0.0004;
Fe I;318.07552;0.00003;C+
Fe II;318.0917;0.0005;
Fe I;318.1044;0.0004;
Fe II;318.1168;0.0005;D+
Fe I;318.1237;0.0004;
Fe I;318.15192;0.00003;B
Fe I;318.1749;0.0004;
Fe I;318.1847;0.00008;
Fe I;318.19112;0.00015;D+
Fe I;318.1924;0.0004;
Fe I;318.20553;0.00003;C+
Fe I;318.2225;0.0004;
Fe I;318.2336;0.0004;
Fe II;318.2761;0.0005;
Fe II;318.2761;0.0005;
Fe I;318.2808;0.0004;
Fe I;318.2973;0.0005;
Fe I;318.2973;0.0005;C+
Fe II;318.30682;0.00005;
Fe I;318.3109;0.0005;
Fe II;318.31136;0.00005;C+
Fe I;318.35749;0.00008;
Fe I;318.4107;0.0004;
Fe I;318.4201;0.00015;
Fe II;318.4255;0.0005;
Fe II;318.4432;0.0005;
Fe I;318.46172;0.00008;
Fe I;318.4618;0.0005;
Fe II;318.473;0.0005;
Fe I;318.48945;0.00003;B
Fe II;318.5102;0.0005;
Fe II;318.5316;0.0005;C+
Fe III;318.595;0.005;
Fe I;318.6254;0.0005;
Fe II;318.6668;0.0005;D+
Fe II;318.67371;0.00003;B
Fe I;318.6786;0.0005;
Fe I;318.68093;0.0002;
Fe I;318.6943;0.0005;
Fe I;318.6943;0.0005;
Fe I;318.7157;0.0005;
Fe II;318.7158;0.0005;
Fe II;318.72992;0.00004;D+
Fe II;318.7436;0.0005;
Fe II;318.7478;0.0005;D+
Fe I;318.76781;0.00015;
Fe I;318.80171;0.00015;
Fe I;318.8494;0.0004;
Fe I;318.853;0.0005;
Fe I;318.85673;0.00003;D+
Fe I;318.88188;0.00003;B+
Fe II;318.9158;0.0002;D+
Fe III;318.9745;0.0012;
Fe I;319.00161;0.00015;
Fe II;319.0148;0.0005;
Fe II;319.0298;0.0005;
Fe III;319.0514;0.0012;
Fe I;319.06493;0.00008;C+
Fe I;319.08165;0.00008;C+
Fe I;319.0932;0.0004;
Fe I;319.11114;0.00015;C+
Fe I;319.1192;0.0004;
Fe II;319.1374;0.0005;
Fe I;319.1374;0.0005;
Fe I;319.1499;0.0004;
Fe I;319.1659;0.00003;B
Fe II;319.2064;0.0005;D
Fe I;319.2406;0.0005;
Fe I;319.24091;0.00015;
Fe I;319.25054;0.00015;
Fe I;319.28002;0.00003;B+
Fe I;319.28431;0.00015;
Fe II;319.29103;0.00005;C
Fe I;319.32257;0.00003;B
Fe I;319.32996;0.00003;B+
Fe I;319.373;0.0004;
Fe II;319.38006;0.00003;D+
Fe II;319.38568;0.00004;B
Fe II;319.3979;0.0005;
Fe I;319.4335;0.0004;
Fe I;319.44236;0.00008;B
Fe I;319.45936;0.00008;
Fe I;319.507;0.0004;
Fe I;319.523;0.0004;
Fe I;319.59592;0.00015;
Fe II;319.60712;0.00003;C
Fe I;319.61224;0.00008;B+
Fe I;319.6549;0.0004;
Fe II;319.6626;0.0005;
Fe I;319.6626;0.0005;
Fe I;319.69272;0.00025;B+
Fe I;319.69866;0.00003;B
Fe II;319.7001;0.0005;D
Fe I;319.731;0.0004;
Fe I;319.75138;0.0002;
Fe I;319.7749;0.0004;
Fe I;319.8032;0.0004;
Fe I;319.8264;0.0002;
Fe I;319.8475;0.0004;
